addr,tot
SZjHMWg1pza1Cbx6jJFnaTEKm7aRnRPaS2,3001.24830247
SVYAmue9mTXnxtFbLfnS7zcHK9uMqjb7sY,3001.08783944
Sf4iFeN3tP281DxpA9wjUjdwrfskE5aozc,2999.78829834
SgT3K6Y9xNrNgRoGba4ShDH9vuCQr6DtyE,2987.6765331
Sb4UuVYiHUBuynrE1EPuEzrR6rCwvFywrJ,2955.67557017
SbmSpg4jVPYVRsgM3eniBAvwsGvYZE2mCV,2791.76164985
SZLNV3y2hTY89YJsmvcw8NTV5pQkwfq2T9,2619.09910964
SiSrqUFBhUr5mM7yGd8eSatpBz769aa9Lr,2548.81527718
SiV7LwsL6bg38esegaL5Xf9c9e7QddrJ6q,2447.22789499
SbTGkq2Bo1YMmg36LKMZP3wSFjg7rySttw,2360.24722758
Se1RVPubcHzeQFgNGTKKod4ZADxJJYzpGD,2275.61738795
ShAbDdueCdVuG3huNG9U2m7XFUqY4Hz9sS,2224.22311861
SUxMBVrDG27d2HX9L5hhougeSjEJ8XP25y,2141.73686923
Scv2fFnwo39Zotmpfkwxx6YANL3n8oQ1hb,2105.50769806
SbBXzX1VQU89G68DV49Z1yiG4sZwoUSu23,2078.93901333
SkGEigwuZtjANL7UFvud3piUNfFwXMDjuJ,2020.19107883
SPU23JbsL5SrRhoJYZocw3QLP7DSTurmbY,2015.8
STUe9Xp47YqpweoRchvT86YS9WkPpsXXU1,2009.11028099
Sk78GPMQn4gBavQv6iXn9dPRYao81rCtqF,2005.93090099
SVsFcDbR1tg2qLdiKpaga8TeRGYBeg1Tv1,2005.6
SShVxxM6Fd3Fs9Fe5aABf3aEyW7NpC2h1o,2003.83430129
SRP3ouSW1yaLXW3KYrKEGEzJLNC862jtPr,2002.70535346
SgF2NuWm5nZWNMc9sF9Pj57JkaagGwYqb4,2002.6
SbT4FwuaYskqoRYJ8WjFy18ai1B4bJmRfk,2002.09592164
SgymAgxXuBi913tvz6wf5NV5qK5AhaUi4a,2001.10665554
ScfdV6dTnY5ianhJEQwSyiCeZJWxboyYid,1999.8
ST5c9tyF8dV2RWRGRQQe5u1kqBnPicA9vF,1928.22583161
ShryJ7NhsU9j7TQfLn6vmWqiUHLEZPameo,1927.16275510
SeBd1prDtx16ZpDzfbfvYPUN45fyECoiNC,1899.8
SXWJvxDoppLtm62MwBFohee2qnf5NEcaeM,1899.8
SWDCYJwB7siUHcJyFuhsw5qKHKxDL4hGKq,1833.96533340
SUpo3YGDKHJn2juTTV91Hq9AVHYa19eNBY,1772.69905346
SMgcztf8bXEM4JCuUozt3PJV4b7kc3FQfd,1658.92778905
SRTxueqsPSNYkSDwcMvRKMuUYAeR2gbanp,1570.00716081
SZHSdhQfq4eMywVL4iyg58BCkYsRJnWtx1,1549.4
SbfD25TQ7pbTvavd8vtdU8oP7F1fmdiWVW,1501.24605004
Sb8d9cBP8xsZKYLi8EZev7U13sU1cbmVFV,1500.05
SannKMxrqgvCV1kbDQgLdju4nWEpEjD8pM,1500.0
SkHiSEzjKs9r3yBguRDSbeQNoTzTbFCmy8,1500.0
SXCzNwuHfaVAriFebZ1M71mdJSMZTcSREv,1472.108166
SibyBjnSTWouFaBggydFGdLmBC3MAWcwu4,1443.11728888
SdiG6FnqonM4nVb7wYbzFPB8FV7tgukTnG,1434.55990612
Sf9bHEjJXYqoeLe4eDwQ4cL1UxZBw2jfPL,1433.03129161
Sc3NoYjKCVdTGBF4ntoeJs4hGKedCXB97w,1378.91133825
SRpuojjNftDDH52zijqt46Wvt1doQ86Fsf,1377.18472406
SXDE3krPhygVVLQXVr3S2tFktXKuy6SbZA,1368.36924533
ST7QK7D91L78Npni1TgxkuNB6vCZJagCSc,1364.8453046
ShPR9RYqMeBawRJWHSFEumUwknx2EHVHUF,1353.30177609
SdQsHCbxM32sTeZ99ykCRvXJ77S6bmbWQ4,1282.28098416
SSmDS7MzWDCMqwqyMm6gGuXPhQ7Hv5fwaG,1277.02855223
SbjhrMjydXLHN9mSG9DL6TZcYrkopzbEPE,1237.65970149
SRLeZMTBXXaiyrhLWLNkWtkwuu8P6c4SoE,1212.19460670
SgLMtXo59SgsPEnmx5CE5gcmzWs5ACA3Tw,1190.39842551
SgyyYmpE5EhYVYypDbqqMB8MpBuMNwUmKc,1180.91675479
Sj4TfWF8rewYSG2L5Rw1QrRQjaXoEESmMr,1140.09091093
SjCqPC5xbPaXGHgSi1rxJxTZJa3AtSGE25,1139.02555543
SUgawYens7Qwwp3djyhFNyquLFFjMuuDdG,1134.89838388
SSHUvYeyGQcV6z1QvFiu2SppKDTbb2ZFC1,1100.0
Shq9me5UXcGMzfLaMbnG5rtbxgbrVXxVGs,1099.2
SSC6TnmALpr4AXvsTcsLwHcLwaTVNd3bYe,1095.12717273
ShQ2o3wYo25ATJpshnKYFJKNQFCo7ddPPq,1072.66068260
Sdxd8kAQuvwkUUpKz7wCpjDPL2WVLwSYrZ,1071.54976697
SdLpRS8RwwMKhMUDJnmRWzpdvi31CVp2dP,1066.64325565
SdEnngSLgj2hrHPpo54p4gJFMDatfLfB42,1063.52355505
SRp7Nbn3yUAQjWA9NLtX8AkjCAfzHk5Hiz,1060.72286716
Sgye748RvwK7zRFWJcbtFLprb5XAfjajFt,1057.30615401
ST9w5E68pzDPp6vXgCvvwBRtXbkM6ceWSE,1049.8
SVoe3qbdtRuLysXZAoo3L1nLYRFGT4sUc6,1048.45224401
SNbrx9mZ1uH8ebSWQhAaRen9TCBoJNVv2j,1043.83639983
SVF7hmEJV1ZnxD6tAqEb7QJcPMjBcB9bJx,1039.32756454
SgZefHwYNUZGNnopL6unZSxZxD5rsstUU5,1030.88656874
SQpXsZ3gGLx7JUF1KaJ9YKCQm3W6XLRLk3,1025.3975
SQRzTugdrB9Wp93egzZA1XuGw7N1uCW9CH,1023.39725789
Sg4ZCsRLexrZZN9hxRhVRPPJ9Ru7R8ntYM,1022.04322412
SdSU8m98zBMKjjf6usjwMhXyRCY8j6PZaQ,1020.25063847
ShXYLg7scmMiLEm5H2wCAENNJYKWzS1MjF,1019.8
SimFvZetowZj9m8Q1whSWmA39Uotq9coCZ,1019.53670179
SPitHDcu4mR7RV9wJsczGEzmBbBNUdrkRw,1017.7504658
SXMmih8qZpm6DYLsTVacBq62UeQtz4fYyP,1016.07567028
SeLvaMK4P2R3CMufht8ijkpzU4hbayHwQ1,1012.27376799
SWypKb432Vy9TmLNiWoimttUda4hKYLjTf,1009.4
SPvmqKsaaEXDwBGeqfuuDhmaGBTh6267vE,1009.0
SSKJ4r3eZZ4yy1F2TnLyQ4wPVyRy4XMFrA,1005.8
SRqGFZso2XeAzN4VdUibskQHch1P2QWgNv,1005.22365863
SVVRhyBLnWMoAYuZcp62BDjiup96TxxPWm,1004.28305832
Sb3fBgvMhXreHgCtLwHT4s4Eb234U7msqG,1002.05659334
SfEkaN59BTrVwNJvA7hun1c5ariPpCSh4A,1001.75730304
SejbSHCG66yqyeRuJb7PKU2Ncw3hCv1aR8,1001.71137829
SVJuCXhZWVrn1SEs2U35PYxWqq3dW1ZmzW,1001.0
SX8Ngo5gfPgaagvhjeqG9qrr5sNbVf7S2N,1001.0
SU2xaQjhQUHAAzbcxzMJdnSFcAiNjJhYec,1000.87521022
Sh6Tztg2etwYH1mCJ87V9X9Vcnax9WK1Gn,1000.6
SYp3ndVDUA2qHQXMstEYJwUe7mZAamEW3p,1000.59
SMXNQtFnWLu9LcUfe1YPYnRZHiRaKUMCKz,1000.19893034
Se6thoHtuTsAk8dsCzAH6thRHcbM5RZibT,1000.1871
SQxCWiLkqr96QzBseURiMyyGQ7r4m5UYQp,1000.16419792
SjtMAbUmoVGapB4u6TZrmDsKMdyHECXVmL,1000.157775
SejNtqRZSxKhegkmJp7ELBkciCLe99Zxkg,1000.09329825
SczeJv2pKJd2ZdngiLfWHRuCUG4CovPzgU,1000.0
SefqALLQnHTZc9ZxrLNLtpd1xmBe5eExnq,1000.0
SkFFFBXYE5PucaWxcxUf2kAqJCmyhE7F5p,1000.0
SUzBbmTnzzpCrDbwzCdZPdbbhNF41Dm8J4,1000.0
SVAPgHom9sGNExxiJu1ghuu8zNJ7byucug,1000.0
SWykn5ETRHnMd6RTYuTmwRZyhHFQHiEejk,1000.0
ScL2WkPB61ZD6HKE4vqRmmdepXb2prUqpy,999.0
SdNfngo1csmiMEsg8Zh1TQG2u2pH39pSdA,998.8
SPtcqoKEuPXiGgRcV5AAun7tbaD9speXex,996.98196176
SQjKNTPCbJkNrxdnbM3ivqKhxkzYyyRBcr,993.888365
ShxbEkYUCaJAqNLo7HojE3RYciwgJzsqtH,980.25748737
SUrt4ffP6qkp7r9ZtZFRNEz1WZRmsQU6QF,950.8
Sc12hVa1hMxCaFd1kyyXpBPMbWBMV34koE,949.4
SRHSEwUvNAawU4LtNioNGV12D6PJZgRBjX,929.996
SjVhjABex7sh5bcaUrTcgKUrJZp6p8kjGf,916.0322828
Sac3VwY3Nsewo9xGFn5wiSNJGR4HbqsRKd,911.72592885
SXozTZB68JA6RfncH54qNC7Jd1fYGoxNzz,898.66415781
STWUhopCbuhXjkNv2pALDJjGyE4VGnEU6u,888.32059872
Sd3bPDEJBPDwXKJ7WMh44LeVjjgVE6xGLb,877.0
SjkRN4byTf9hWrm66T1YRX9F48BWRNjiSy,850.36209714
ScETxCHTMe1qhvnizY9546H5RmZcUWnASf,847.62478834
SazwsFkxGuGs9CQ39J9qxYpwpSfZXHG1Jg,823.55094504
Sf4G4oRhooAJcDPRVgkNJL4uZXRkpVxMAk,817.64795826
SXqjRgLmvLVK4uHwn1CJWBxXuxDPmJQw7H,803.83604302
SZxu7CPmw66kraLh1LY2eZUPyi2FPTxm91,772.92933466
SMdqSqXjFKmya2DUdjmTYpBJt5554jCFLq,770.0
SZ5M99PAZPm2X8EursjZ2F1DfkS7AZ8TBU,768.46266492
Sh3aqkaTp75VoK23wFXgMKbKokn2otHvX2,763.3270706
SaNoKou1o36zJZEZrpk5tdrTwYcAcstZLu,756.6
SSVb8hvhMgk3fSYuzUoV861FHyg1irewLK,753.85754138
SRZ1UPvEtSYJqZ15WbeEBiShY8NtGSB3Qd,660.0
Sbzv5Wb7HakYUeMQmFFNEyeNjdCGZQDeTE,653.96170998
STdN5REUCViBKJ9pDhXqFzy8vJ43GMAqNy,652.85
SYUknnmUKVY1ezCzgXnLRevqiv6sP3FKi7,634.11206666
STMsd3zEYtgjRC6RMnNsBMkbFWByiNGjED,625.25390335
SkcYySpQTLAFtvddT7wuKz611xGwK9gwtC,616.23303000
SkCnuPe3XpKLhNByKb6ssFP33o79SDYZDK,600.0
SedixBSfzuo8KB1eN5gt6eWxovu93vbnaY,593.687866
SPTWbZj6fvbRnjshwSPQB6z4zuNWRdiQkP,587.20174701
SZMkzRNayQy9fY2Aa9CuvFJWCS2rNz6dss,565.21708972
SPcQ7cpXfG6D9BdfqyrfWn4mibHQBcpaho,555.52193167
SZHRUsuU6YBD2KeNmgqzDyWS2A6upE9A9U,552.5358119
SbL8t8bDBKzazS5twPwrdd7THyQ8SQbCKc,529.84699734
SUe4RLALDbT8PSBKoYnZyoXUCAk9svwZrG,521.61563005
SQ8eXkmQh9Nf4iG5BVSJWFw8i5jsxGMVW9,518.00706658
SjqKBAc2scm6rwn7jyEF9gy2YV7LSrNXJW,514.84055986
SPyRZnc6CzmnMzJVPDxATKXtKHXN1dPbR2,501.57879829
SaoiZBHkPma5o8yeFwq6s4JbBa8wSA22FQ,500.8
ScRGgwcbkt8ez8TCQMfEr2GFKB6nXs3E3g,500.0
SgVToP4G9iC9rVRmfiVGPJ1aRfpuxPiXhp,499.8
SR5VFS6LznstFo3VAotMBYe6KoDrcHrTSw,499.8
SSZemVv8uHWZBqvwFZNqXYP54UvQD4wtr1,499.8
SXgBmyszieSLKTZYTnB9dVmtGDgkpZK528,499.8
SWCQP4jRPHzV2DyE3WrVUJQ4rTupSfGUod,499.798
SVNfH1swFNewibGJ4gmXC7zNRtmfy8Yfup,499.6
Sh7CuC1wmFYo3tMYW2pzKKeKz7RFWoAvyC,493.898736
SgVqL5nrxAkq7R3AroGoVAMCAKU3oYSG3C,493.7789379
SXH5spD1Phj1g2QJDEtQL7Pbicdm93xckx,493.688747
SW68n8ZQvyF8K7DWLiosSpVcSKkvqVN5Us,487.67689
SfTfBQhsX3ePyqpfV2XP28YAZP2pdxrxyM,484.23505522
SRpwRPCYqCXh7PqTPuP2rzaLkTU9RUXHxm,471.74210185
SUY97fb1Xk7NE5DPSxGVtrNMDavbpbMZmz,469.73770889
SjZHRyGRZZ4vQQb6x4RQBqyUa5XA28nRmK,469.39047664
Sk5jbGg2V6xp22xQgCXuqCfYP4aPnfs2zu,462.54026343
SVh3cLdyTZzHA3z2BiePNC2Us8PUCboLTs,456.49624953
ScEBMzpYfNUnQ7CQUqQdHGkGFFcRHvGwC3,452.673597
SMraKqoh9Rk3SNPgboHYVhNRfcfSNRzZPz,452.3860684
ST7k6GEkyYdoxb93uv5Lq1r8RxCryLsuUW,437.62165908
SbEHWtMWUcEsQztJGAqTPKbGzuyxQRd3aH,427.877887
Sb8MNN5zTc3FDkP6qR8bJ99ruGPA7v71e2,410.03
SZxTnagx4Wku5WFJ9z9khyGKv5iXEk2jhk,405.384
SPiCunFXYxZudC3zgj98xtwumxdJor1DCy,400.215
SPE1Cd3fXbzdhNgZwyqjfbig1Uhx3axWuA,393.887635
SdQJKyM1f799kxw7FhbaXecngfjxdkyyYe,386.41846005
SXYteR9BR2ADA1YKZHSPy13SA3V6zGsbrp,378.65178945
SRWWayRg6Krn6b1wLFkzoyt8ap7p5LDzTm,372.92351832
SQMsxvg8FNrpdk5maBfSFbHjiGwUaLJXap,372.85208000
SZGiCxETYS2ov6doiLRE96LtTCTV2mRtTE,360.53778833
SciwV31kTkbkh6Tcimbep2YvRaBW1o7K8h,334.92951678
SZw4kKxhWx4xcse9kHauzmSWZzhn9bhrc7,324.75150833
SWfxZEqRXE4n2dQ5Ut7KmH5VEM2xSYhBDo,321.0
SNFcKCmpvhfY9SdiHePHHUb7nMwhbaNqUu,314.79248894
SR5UtgybNzqHusuS5kk6iZZ8P4BaRNLGRu,312.39582499
SXmFWUcJA6nNbLde6mmANa2AvoB4iiAjpT,309.0
SatanDCUgGoBvbpqL6DPJq6avSetg6xQLp,306.46082164
SMvA3MGJS5GvBN3XE2FxX1cVCgfogoh1AL,303.97089962
SjdzrC64jhbfbqoRQxbLjjoTPbUKsNcP55,297.72632999
SPQzr3nsaWSxCtrcY1M7iwwaUz44DoLNof,292.09649001
SbrbBKochsSyvUUs8ih7EMGQWyYUkpfHDi,291.54680252
SVhTULydNDTnhCveDybZXxv2i9szW2HmyN,282.50151332
ScFRBL98SBE5riEBRUodoYhnT639arLTvB,282.15652062
SaZ8yZG5zrcozALmuh1zNvJD1HpSNQZkus,281.70155829
